status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
for_sale,65000.0,3.0,1.0,0.09,"Carr 635 Km # 80, Arecibo, PR, 00612",Carr 635 Km # 80,Arecibo,Puerto Rico,612.0,1044.0,
for_sale,170000.0,5.0,3.0,0.21,"Km 1 1 Pr # 647, Vega Alta, PR, 00692",Km 1 1 Pr # 647,Vega Alta,Puerto Rico,692.0,3080.0,
for_sale,120000.0,5.0,2.0,0.05,"A20 Calle 2, Dorado, PR, 00646",A20 Calle 2,Dorado,Puerto Rico,646.0,1600.0,
for_sale,19900.0,3.0,1.0,0.04,"Barriada Miranda Bo Pueblo # 21, Manati, PR, 00674",Barriada Miranda Bo Pueblo # 21,Manati,Puerto Rico,674.0,595.0,
for_sale,49300.0,3.0,2.0,0.07,"220 La Ponderosa Parcela Parcel 220, Vega Alta, PR, 00692",220 La Ponderosa Parcela Parcel 220,Vega Alta,Puerto Rico,692.0,800.0,
for_sale,75500.0,3.0,1.0,0.16,"Carr 807 Km # 48, Corozal, PR, 00783",Carr 807 Km # 48,Corozal,Puerto Rico,783.0,832.0,
for_sale,210000.0,4.0,3.0,5.05,"Km 18 9 Bo Guaraguao, Ponce, PR, 00730",Km 18 9 Bo Guaraguao,Ponce,Puerto Rico,730.0,1520.0,
for_sale,80000.0,3.0,2.0,0.26,"15 Parcela I Num Parcel 15, Toa Alta, PR, 00953",15 Parcela I Num Parcel 15,Toa Alta,Puerto Rico,953.0,1000.0,
for_sale,175000.0,3.0,2.0,0.1,"G 10 Gaviela, Arecibo, PR, 00613",G 10 Gaviela,Arecibo,Puerto Rico,613.0,1211.0,
for_sale,32000.0,3.0,1.0,0.08,"20I Calle B1, Vega Baja, PR, 00693",20I Calle B1,Vega Baja,Puerto Rico,693.0,770.0,
for_sale,106700.0,3.0,2.0,0.97,"140 Bo Palmas Carr 140 Km # 194, Utuado, PR, 00641",140 Bo Palmas Carr 140 Km # 194,Utuado,Puerto Rico,641.0,1205.0,
for_sale,145000.0,3.0,3.0,0.36,"Km 56 2 Sr 143, Barranquitas, PR, 00794",Km 56 2 Sr 143,Barranquitas,Puerto Rico,794.0,1015.0,
for_sale,83600.0,2.0,1.0,0.19,"A-32 Central St, Dorado, PR, 00646",A-32 Central St,Dorado,Puerto Rico,646.0,834.0,
for_sale,85000.0,3.0,1.0,0.12,"113 Calle C, Hatillo, PR, 00659",113 Calle C,Hatillo,Puerto Rico,659.0,930.0,
for_sale,80000.0,3.0,1.0,0.35,"Indiera Baja Lot 72, Maricao, PR, 00606",Indiera Baja Lot 72,Maricao,Puerto Rico,606.0,915.0,
for_sale,89000.0,3.0,2.0,,"903 Torre Vis Unit BLDG9, Vega Baja, PR, 00693",903 Torre Vis Unit BLDG9,Vega Baja,Puerto Rico,693.0,1063.0,
for_sale,55000.0,3.0,2.0,0.09,"21.7 146, Ciales, PR, 00638",21.7 146,Ciales,Puerto Rico,638.0,1092.0,
for_sale,70000.0,3.0,1.0,0.15,"122 9, Toa Alta, PR, 00953",122 9,Toa Alta,Puerto Rico,953.0,2092.0,
for_sale,135000.0,3.0,2.0,,"Apart 4-204 Unit 204, Vega Baja, PR, 00693",Apart 4-204 Unit 204,Vega Baja,Puerto Rico,693.0,1158.0,
for_sale,95000.0,3.0,2.0,0.86,"Carr 111 Bo Viv Abajo, Utuado, PR, 00641",Carr 111 Bo Viv Abajo,Utuado,Puerto Rico,641.0,1700.0,
for_sale,66500.0,3.0,1.0,,"142 Vista De La Vega Unit 142, Vega Alta, PR, 00692",142 Vista De La Vega Unit 142,Vega Alta,Puerto Rico,692.0,805.0,
for_sale,169000.0,4.0,2.0,0.15,"1476 Calle Padua, Toa Baja, PR, 00949",1476 Calle Padua,Toa Baja,Puerto Rico,949.0,1970.0,
for_sale,70000.0,2.0,1.0,0.22,"55 Mameyes Sr 140, Utuado, PR, 00641",55 Mameyes Sr 140,Utuado,Puerto Rico,641.0,845.0,
for_sale,225000.0,4.0,3.0,2.23,"Km 18 5 Carr # 146, Ciales, PR, 00638",Km 18 5 Carr # 146,Ciales,Puerto Rico,638.0,3344.0,
for_sale,550000.0,6.0,3.0,28.17,"Pr, Utuado, PR, 00641",Pr,Utuado,Puerto Rico,641.0,5000.0,
for_sale,367500.0,5.0,3.0,19.44,"Carr 111 Km # 236, Lares, PR, 00669",Carr 111 Km # 236,Lares,Puerto Rico,669.0,3907.0,
for_sale,100000.0,3.0,1.0,4.89,"K M 5 7 Pr # 627, Arecibo, PR, 00612",K M 5 7 Pr # 627,Arecibo,Puerto Rico,612.0,1028.0,
for_sale,197000.0,4.0,4.0,0.14,"Carr 129 Emilio Int Km Est # 52, Arecibo, PR, 00612",Carr 129 Emilio Int Km Est # 52,Arecibo,Puerto Rico,612.0,1500.0,
for_sale,1600000.0,3.0,3.0,0.21,"000159 Sabanera, Dorado, PR, 00646",000159 Sabanera,Dorado,Puerto Rico,646.0,2462.0,
for_sale,300000.0,4.0,3.0,0.15,"J-1 Urb Portofino Calle Aguaviva, Manati, PR, 00674",J-1 Urb Portofino Calle Aguaviva,Manati,Puerto Rico,674.0,568.0,
for_sale,80000.0,3.0,1.0,0.06,"319 Calle # 1, Arecibo, PR, 00612",319 Calle # 1,Arecibo,Puerto Rico,612.0,750.0,
for_sale,320000.0,3.0,2.0,5.82,"Carr 155 Km 32 2 Int Gato Ward, Orocovis, PR",Carr 155 Km 32 2 Int Gato Ward,Orocovis,Puerto Rico,,,
for_sale,59900.0,,,0.34,"Areciibo Bo Hato Abajo, Arecibo, PR, 00612",Areciibo Bo Hato Abajo,Arecibo,Puerto Rico,612.0,,
for_sale,290000.0,,,50.26,"Km 7 1 Carr # 615, Ciales, PR, 00638",Km 7 1 Carr # 615,Ciales,Puerto Rico,638.0,,
for_sale,15000000.0,3.0,3.0,,"200 Dorado Beach Dr, Dorado, PR, 00646",200 Dorado Beach Dr,Dorado,Puerto Rico,646.0,4265.0,
for_sale,70000.0,,,0.26,"Lote A Bo Franquez Carr 634 Int Km Hm Lot 49, Morovis, PR, 00687",Lote A Bo Franquez Carr 634 Int Km Hm Lot 49,Morovis,Puerto Rico,687.0,,
for_sale,279000.0,,,18.28,"Km 61 1 Carr # 2, Arecibo, PR, 00652",Km 61 1 Carr # 2,Arecibo,Puerto Rico,652.0,,
for_sale,115000.0,6.0,2.0,0.39,"Casa Calle Bobby Capo # 108, Coamo, PR, 00725",Casa Calle Bobby Capo # 108,Coamo,Puerto Rico,725.0,2329.0,
for_sale,73700.0,3.0,1.0,0.49,"630 Bo Mavilla Sr Km 5 4 # 630, Vega Alta, PR, 00692",630 Bo Mavilla Sr Km 5 4 # 630,Vega Alta,Puerto Rico,692.0,945.0,
for_sale,59000.0,2.0,1.0,0.19,"C-156 Calle # 13, Vega Baja, PR, 00692",C-156 Calle # 13,Vega Baja,Puerto Rico,692.0,959.0,
for_sale,82000.0,4.0,3.0,0.25,"4 Solar Km 8 2 Bo Galateo # 4, Toa Alta, PR, 00953",4 Solar Km 8 2 Bo Galateo # 4,Toa Alta,Puerto Rico,953.0,1490.0,
for_sale,96000.0,6.0,3.0,0.08,"Urbanizacion Alturas De Vega Baja Dd-8 Bb, Vega Baja, PR, 00693",Urbanizacion Alturas De Vega Baja Dd-8 Bb,Vega Baja,Puerto Rico,693.0,1928.0,
for_sale,135000.0,5.0,2.0,0.09,"Zorzal 84 Bo Cuchillas, Morovis, PR, 00687",Zorzal 84 Bo Cuchillas,Morovis,Puerto Rico,687.0,1414.0,
for_sale,57000.0,3.0,1.0,0.08,"83 Santiago Iglesias Coamo Town, Coamo, PR, 00769",83 Santiago Iglesias Coamo Town,Coamo,Puerto Rico,769.0,1009.0,
for_sale,120000.0,4.0,3.0,2.64,"4489 Sector Baez, Hatillo, PR, 00659",4489 Sector Baez,Hatillo,Puerto Rico,659.0,1578.0,
for_sale,30000.0,2.0,1.0,0.02,"22 Principal Miranda, Manati, PR, 00674",22 Principal Miranda,Manati,Puerto Rico,674.0,896.0,
for_sale,167000.0,3.0,2.0,1.15,"G-14 Paseo Real, Coamo, PR, 00765",G-14 Paseo Real,Coamo,Puerto Rico,765.0,1326.0,
for_sale,43700.0,7.0,2.0,0.03,"02 25 Manuel Padilla 02, Toa Baja, PR, 00949",02 25 Manuel Padilla 02,Toa Baja,Puerto Rico,949.0,1130.0,
for_sale,58000.0,2.0,1.0,0.03,"33 Calle 3, Manati, PR, 00674",33 Calle 3,Manati,Puerto Rico,674.0,784.0,
for_sale,73300.0,3.0,2.0,0.1,"10 Parcela 10 Comunidad Saldana, Fajardo, PR, 00738",10 Parcela 10 Comunidad Saldana,Fajardo,Puerto Rico,738.0,1150.0,
for_sale,75000.0,6.0,3.0,0.08,"H3 Calle 6A, Vega Baja, PR, 00693",H3 Calle 6A,Vega Baja,Puerto Rico,693.0,1900.0,
for_sale,70500.0,3.0,1.0,0.18,"104 Calle Antonio R Barcelo Int, Toa Alta, PR, 00953",104 Calle Antonio R Barcelo Int,Toa Alta,Puerto Rico,953.0,750.0,
for_sale,94600.0,3.0,1.0,0.08,"W-8 Urb Jardines De Arecibo W-8 Calle # 33, Arecibo, PR, 00612",W-8 Urb Jardines De Arecibo W-8 Calle # 33,Arecibo,Puerto Rico,612.0,1009.0,
for_sale,65000.0,3.0,2.0,0.1,"A12 Las Casitas # A, Ciales, PR, 00638",A12 Las Casitas # A,Ciales,Puerto Rico,638.0,1100.0,
for_sale,140000.0,8.0,2.0,0.13,"30 Calle A, Arecibo, PR, 00612",30 Calle A,Arecibo,Puerto Rico,612.0,1500.0,
for_sale,198500.0,4.0,2.0,2.91,"Km 39 5 Carr 140 Km 39 5 Bo Mameyes, Utuado, PR, 00641",Km 39 5 Carr 140 Km 39 5 Bo Mameyes,Utuado,Puerto Rico,641.0,1000.0,
for_sale,360000.0,5.0,2.0,0.42,"7 Urb Campo Real En Arecibo, Arecibo, PR, 00612",7 Urb Campo Real En Arecibo,Arecibo,Puerto Rico,612.0,6000.0,
for_sale,81900.0,3.0,1.0,,"613 Barrio Espinosa Unit 613, Vega Alta, PR, 00692",613 Barrio Espinosa Unit 613,Vega Alta,Puerto Rico,692.0,805.0,
for_sale,79000.0,3.0,1.0,0.13,"26 Calle E # 3, Arecibo, PR, 00612",26 Calle E # 3,Arecibo,Puerto Rico,612.0,1262.0,
for_sale,115000.0,3.0,1.0,0.07,"Altos D Florida, Florida, PR, 00650",Altos D Florida,Florida,Puerto Rico,650.0,800.0,
for_sale,94000.0,3.0,2.0,0.15,"B-6 Vista De San Andres, Comerio, PR, 00782",B-6 Vista De San Andres,Comerio,Puerto Rico,782.0,996.0,
for_sale,113500.0,3.0,2.0,0.14,"Sr 140 Km 62 7 Magu, Barceloneta, PR, 00617",Sr 140 Km 62 7 Magu,Barceloneta,Puerto Rico,617.0,955.0,
for_sale,90000.0,2.0,2.0,0.09,"Barceloneta-Tiburones Ii, Barceloneta, PR, 00617",Barceloneta-Tiburones Ii,Barceloneta,Puerto Rico,617.0,955.0,
for_sale,125400.0,3.0,2.0,0.21,"A-8 Guayacan, Manati, PR, 00674",A-8 Guayacan,Manati,Puerto Rico,674.0,954.0,
for_sale,95900.0,3.0,1.0,,"613 Edificio 6 Piso 1 Unit 613, Vega Alta, PR, 00692",613 Edificio 6 Piso 1 Unit 613,Vega Alta,Puerto Rico,692.0,805.0,
for_sale,305000.0,4.0,2.0,0.13,"G14 Plumosa, Vega Alta, PR, 00692",G14 Plumosa,Vega Alta,Puerto Rico,692.0,1784.0,
for_sale,155000.0,3.0,2.0,,"7061 Carr 687 Pr Unit 3-306, Vega Baja, PR, 00693",7061 Carr 687 Pr Unit 3-306,Vega Baja,Puerto Rico,693.0,1133.0,
for_sale,98000.0,3.0,2.0,0.11,"DD-9 Alturas De Vega Baja, Vega Baja, PR, 00693",DD-9 Alturas De Vega Baja,Vega Baja,Puerto Rico,693.0,900.0,
for_sale,74500.0,3.0,1.0,0.08,"Jardines De Penuelas A-10 Calle Jazmin, Penuelas, PR, 00624",Jardines De Penuelas A-10 Calle Jazmin,Penuelas,Puerto Rico,624.0,917.0,
for_sale,1500000.0,4.0,4.0,0.24,"A13 White Sands Ln, Dorado, PR, 00646",A13 White Sands Ln,Dorado,Puerto Rico,646.0,3015.0,
for_sale,70000.0,2.0,1.0,0.1,"Calle A, Arecibo, PR, 00612",Calle A,Arecibo,Puerto Rico,612.0,680.0,
for_sale,99000.0,3.0,2.0,0.07,"156 Calle 1, Toa Alta, PR, 00953",156 Calle 1,Toa Alta,Puerto Rico,953.0,1093.0,
for_sale,800000.0,4.0,4.0,,"37 Villas De Golf Este Unit 37, Dorado, PR, 00646",37 Villas De Golf Este Unit 37,Dorado,Puerto Rico,646.0,882.0,
for_sale,350000.0,3.0,2.0,,"632 N Coast Vlg Unit 632, Vega Alta, PR, 00692",632 N Coast Vlg Unit 632,Vega Alta,Puerto Rico,692.0,1747.0,
for_sale,189500.0,3.0,2.0,0.09,"2-N Urb Los Montes Solar # 2N, Dorado, PR, 00646",2-N Urb Los Montes Solar # 2N,Dorado,Puerto Rico,646.0,1380.0,
for_sale,600000.0,5.0,4.0,0.26,"7 Coconut Court St, Vega Alta, PR, 00692",7 Coconut Court St,Vega Alta,Puerto Rico,692.0,2817.0,
for_sale,250000.0,,,22.57,"Km 15 6 Carr # 152, Naranjito, PR, 00719",Km 15 6 Carr # 152,Naranjito,Puerto Rico,719.0,,
for_sale,89000.0,,,1.48,"Carr 2 Calle Manantiales 62 4 Unit Km, Arecibo, PR, 00612",Carr 2 Calle Manantiales 62 4 Unit Km,Arecibo,Puerto Rico,612.0,,
for_sale,120000.0,4.0,2.0,0.15,"Km 3 2 Carr # 865, Toa Baja, PR, 00951",Km 3 2 Carr # 865,Toa Baja,Puerto Rico,951.0,1600.0,
for_sale,84900.0,4.0,2.0,0.1,"Arecibo Bo Arenalejos, Arecibo, PR, 00612",Arecibo Bo Arenalejos,Arecibo,Puerto Rico,612.0,,
for_sale,79000.0,6.0,2.0,8.42,"Parcela 31 Carr 160 Km Parcel 8, Vega Baja, PR, 00693",Parcela 31 Carr 160 Km Parcel 8,Vega Baja,Puerto Rico,693.0,1170.0,
for_sale,67500.0,2.0,2.0,0.38,"647 Rd Bo 647 Rd, Vega Alta, PR, 00692",647 Rd Bo 647 Rd,Vega Alta,Puerto Rico,692.0,1000.0,
for_sale,52000.0,2.0,2.0,0.57,"Lote 7 Carretera 164 Km Lot 122, Corozal, PR, 00783",Lote 7 Carretera 164 Km Lot 122,Corozal,Puerto Rico,783.0,800.0,
for_sale,75000.0,3.0,2.0,0.27,"Carr 651 Sector Mata De Platano, Arecibo, PR, 00612",Carr 651 Sector Mata De Platano,Arecibo,Puerto Rico,612.0,1100.0,
for_sale,105000.0,3.0,2.0,0.12,"Sector Yahuecas Titulo # V84, Adjuntas, PR, 00601",Sector Yahuecas Titulo # V84,Adjuntas,Puerto Rico,601.0,920.0,
for_sale,89000.0,3.0,2.0,1.17,"20.6 Sr 149 Km 20 6 Pesas Ward Ciales Pr, Ciales, PR, 00638",20.6 Sr 149 Km 20 6 Pesas Ward Ciales Pr,Ciales,Puerto Rico,638.0,1000.0,
for_sale,141000.0,3.0,2.0,0.23,"15 Comm Mameyal Bo Higuillar 111A, Dorado, PR, 00646",15 Comm Mameyal Bo Higuillar 111A,Dorado,Puerto Rico,646.0,1298.0,
for_sale,88000.0,3.0,2.0,0.42,"2 Solar 2 Bo Candelaria, Vega Alta, PR, 00692",2 Solar 2 Bo Candelaria,Vega Alta,Puerto Rico,692.0,1000.0,
for_sale,220000.0,6.0,3.0,0.45,"Carr 681 Calle Los Feos 6 9 Int Unit Km, Arecibo, PR, 00612",Carr 681 Calle Los Feos 6 9 Int Unit Km,Arecibo,Puerto Rico,612.0,2900.0,
for_sale,94000.0,3.0,2.0,0.09,"23 Villa Roca, Morovis, PR, 00687",23 Villa Roca,Morovis,Puerto Rico,687.0,1512.0,
for_sale,80000.0,4.0,2.0,0.08,"Km 78 9 Carr # 135, Adjuntas, PR, 00601",Km 78 9 Carr # 135,Adjuntas,Puerto Rico,601.0,1527.0,
for_sale,69900.0,3.0,3.0,0.23,"Carreteras 141 Km 17 7 Barrio Mameyes, Utuado, PR, 00641",Carreteras 141 Km 17 7 Barrio Mameyes,Utuado,Puerto Rico,641.0,1326.0,
for_sale,192000.0,3.0,2.0,,"PHJ-1 Barrio Sabana Ph J1, Vega Alta, PR, 00692",PHJ-1 Barrio Sabana Ph J1,Vega Alta,Puerto Rico,692.0,2138.0,
for_sale,189000.0,3.0,1.0,2.0,"4C Calle Girasoles, Coamo, PR, 00769",4C Calle Girasoles,Coamo,Puerto Rico,769.0,1213.0,
for_sale,145000.0,4.0,2.0,0.08,"3 Colinas Del Yunque, Toa Baja, PR, 00949",3 Colinas Del Yunque,Toa Baja,Puerto Rico,949.0,1800.0,
for_sale,205000.0,4.0,3.0,0.12,"I-2 Vega Baja Calle Lks # 9, Vega Baja, PR, 00693",I-2 Vega Baja Calle Lks # 9,Vega Baja,Puerto Rico,693.0,1335.0,
for_sale,825000.0,4.0,4.0,0.32,"87 Villas Del Golf Este, Dorado, PR, 00646",87 Villas Del Golf Este,Dorado,Puerto Rico,646.0,2800.0,
for_sale,380000.0,3.0,3.0,0.31,"9 A, Ponce, PR, 00731",9 A,Ponce,Puerto Rico,731.0,3806.0,
for_sale,168000.0,4.0,3.0,0.25,"Km 5 0 Int Carr 129 Lot 2, Arecibo, PR, 00612",Km 5 0 Int Carr 129 Lot 2,Arecibo,Puerto Rico,612.0,1600.0,
for_sale,239000.0,7.0,3.0,0.31,"682 Sabana, Arecibo, PR, 00612",682 Sabana,Arecibo,Puerto Rico,612.0,2715.0,
for_sale,99000.0,13.0,4.0,0.2,"210 Bda Los Pinos, Utuado, PR, 00641",210 Bda Los Pinos,Utuado,Puerto Rico,641.0,600.0,
for_sale,98000.0,3.0,1.0,1.16,"Km Hm 7 2 Carretera # 615, Ciales, PR, 00638",Km Hm 7 2 Carretera # 615,Ciales,Puerto Rico,638.0,1100.0,
for_sale,295000.0,6.0,5.0,0.24,"Carr 160 Bo Almirante Lot F, Vega Baja, PR, 00693",Carr 160 Bo Almirante Lot F,Vega Baja,Puerto Rico,693.0,2800.0,
for_sale,145000.0,3.0,2.0,,"4400 Calle Rey Arturo Unit 9-204, Toa Baja, PR, 00949",4400 Calle Rey Arturo Unit 9-204,Toa Baja,Puerto Rico,949.0,1219.0,
for_sale,819000.0,4.0,2.0,0.12,"L-12 Metis, Dorado, PR, 00646",L-12 Metis,Dorado,Puerto Rico,646.0,2381.0,
for_sale,219900.0,4.0,2.0,2.06,"Km 4 Carr # 111, Utuado, PR, 00641",Km 4 Carr # 111,Utuado,Puerto Rico,641.0,1100.0,
for_sale,132000.0,3.0,2.0,0.25,"85 Solar # D, Arecibo, PR, 00612",85 Solar # D,Arecibo,Puerto Rico,612.0,1000.0,
for_sale,192000.0,3.0,2.0,,"PHJ-1 Edificio 5 Piso C Ph J1, Vega Alta, PR, 00692",PHJ-1 Edificio 5 Piso C Ph J1,Vega Alta,Puerto Rico,692.0,2138.0,
for_sale,2500000.0,5.0,4.0,0.24,"45 Beach Ln, Dorado, PR, 00646",45 Beach Ln,Dorado,Puerto Rico,646.0,4791.0,
for_sale,330000.0,3.0,2.0,0.97,"9 Carr # 129, Hatillo, PR, 00659",9 Carr # 129,Hatillo,Puerto Rico,659.0,2111.0,
for_sale,1200000.0,3.0,3.0,,"K-4 Costa Dorada Ii Unit K4, Dorado, PR, 00646",K-4 Costa Dorada Ii Unit K4,Dorado,Puerto Rico,646.0,1983.0,
for_sale,138000.0,3.0,2.0,0.25,"12 Urpila, Arecibo, PR, 00612",12 Urpila,Arecibo,Puerto Rico,612.0,1000.0,
for_sale,240000.0,4.0,2.0,0.11,"1596 Urb Fuentebella 1596 Calle Torino, Toa Baja, PR, 00953",1596 Urb Fuentebella 1596 Calle Torino,Toa Baja,Puerto Rico,953.0,1889.0,
for_sale,50000.0,,,0.27,"6 LA Conejera, Manati, PR, 00674",6 LA Conejera,Manati,Puerto Rico,674.0,,
for_sale,108000.0,4.0,1.0,0.94,"8.0 610, Utuado, PR, 00641",8.0 610,Utuado,Puerto Rico,641.0,13818.0,
for_sale,795000.0,3.0,2.0,,"P Villas De Costa Dorada Unit 8, Dorado, PR, 00646",P Villas De Costa Dorada Unit 8,Dorado,Puerto Rico,646.0,1944.0,
for_sale,69995.0,,,2.91,"Carr 111 Bo Caguana, Utuado, PR, 00641",Carr 111 Bo Caguana,Utuado,Puerto Rico,641.0,,
for_sale,60000.0,,,1.96,"4 LA Pra, Utuado, PR, 00641",4 LA Pra,Utuado,Puerto Rico,641.0,,
for_sale,40000.0,,,0.99,"2 LA Pra, Utuado, PR, 00641",2 LA Pra,Utuado,Puerto Rico,641.0,,
for_sale,957900.0,,,18.04,"Carr 662, Arecibo, PR, 00613",Carr 662,Arecibo,Puerto Rico,613.0,,
for_sale,329000.0,,,1.42,"Avenida Fernando Ribas Dominicci, Utuado, PR, 00641",Avenida Fernando Ribas Dominicci,Utuado,Puerto Rico,641.0,,
for_sale,145000.0,4.0,2.0,0.1,"R5 Comunidad El Paraso Calle De Oro R-5 Ponce, Ponce, PR, 00731",R5 Comunidad El Paraso Calle De Oro R-5 Ponce,Ponce,Puerto Rico,731.0,1800.0,
for_sale,69900.0,4.0,2.0,0.09,"Arecibo Urb Reparto Marquez, Arecibo, PR, 00612",Arecibo Urb Reparto Marquez,Arecibo,Puerto Rico,612.0,,
for_sale,71000.0,3.0,1.0,0.17,"38 Bo Pueblo Nuevo Calle 3 # 38, Vega Baja, PR, 00693",38 Bo Pueblo Nuevo Calle 3 # 38,Vega Baja,Puerto Rico,693.0,824.0,
for_sale,134900.0,,,0.25,"Arecibo Barrio Arenalejos, Arecibo, PR, 00612",Arecibo Barrio Arenalejos,Arecibo,Puerto Rico,612.0,1856.0,
for_sale,100000.0,2.0,1.0,0.09,"230 Rio De Vida, Ponce, PR, 00730",230 Rio De Vida,Ponce,Puerto Rico,730.0,1092.0,
for_sale,189000.0,6.0,3.0,0.18,"1 Signecia Sena Ramos, Vega Baja, PR, 00693",1 Signecia Sena Ramos,Vega Baja,Puerto Rico,693.0,2371.0,
for_sale,62000.0,3.0,2.0,0.13,"165 Camino La Cuchilla, Naranjito, PR, 00719",165 Camino La Cuchilla,Naranjito,Puerto Rico,719.0,981.0,
for_sale,65000.0,3.0,1.0,0.07,"15-A Calle # G, Corozal, PR, 00783",15-A Calle # G,Corozal,Puerto Rico,783.0,742.0,
for_sale,97000.0,3.0,2.0,0.06,"F6 Calle 6 # F6, Dorado, PR, 00646",F6 Calle 6 # F6,Dorado,Puerto Rico,646.0,1200.0,
for_sale,150000.0,3.0,2.0,0.29,"638 Bo Miraflores Lote 2 Carr 638 Km Lot 58, Arecibo, PR, 00612",638 Bo Miraflores Lote 2 Carr 638 Km Lot 58,Arecibo,Puerto Rico,612.0,1604.0,
for_sale,125000.0,3.0,1.0,0.13,"7 Las Flores, Corozal, PR, 00783",7 Las Flores,Corozal,Puerto Rico,783.0,1103.0,
for_sale,9995000.0,6.0,7.0,0.25,"262 Dorado Bch E, Dorado, PR, 00646",262 Dorado Bch E,Dorado,Puerto Rico,646.0,5500.0,
for_sale,50000.0,2.0,1.0,0.23,"Km 5 0 Carr # 374, Yauco, PR, 00698",Km 5 0 Carr # 374,Yauco,Puerto Rico,698.0,621.0,
for_sale,70000.0,2.0,1.0,0.23,"Solar 4 Rivera Palomas St Unit Bo, Naranjito, PR, 00719",Solar 4 Rivera Palomas St Unit Bo,Naranjito,Puerto Rico,719.0,620.0,
for_sale,125000.0,4.0,2.0,0.44,"804 Sr 804 Sr Km 0 3 Int Galateo, Toa Alta, PR, 00953",804 Sr 804 Sr Km 0 3 Int Galateo,Toa Alta,Puerto Rico,953.0,1328.0,
for_sale,130000.0,4.0,2.0,0.23,"Bo Palma Gorda Carr # 493, Hatillo, PR, 00659",Bo Palma Gorda Carr # 493,Hatillo,Puerto Rico,659.0,1384.0,
for_sale,174900.0,3.0,2.0,0.08,"Urb Las Praderas, Barceloneta, PR, 00617",Urb Las Praderas,Barceloneta,Puerto Rico,617.0,1195.0,
for_sale,649000.0,5.0,5.0,0.74,"F118 Madrid St El Monte Iv Ext # Dev, Ponce, PR, 00731",F118 Madrid St El Monte Iv Ext # Dev,Ponce,Puerto Rico,731.0,2677.0,
for_sale,2849000.0,4.0,5.0,0.21,"4 Calle Palma Real, Dorado, PR, 00646",4 Calle Palma Real,Dorado,Puerto Rico,646.0,5000.0,
for_sale,1775000.0,4.0,3.0,0.23,"501 Camino De Cambalache, Dorado, PR, 00646",501 Camino De Cambalache,Dorado,Puerto Rico,646.0,3337.0,
for_sale,4600000.0,3.0,3.0,,"75 Fairways Village Dr Apt 22, Dorado, PR, 00646",75 Fairways Village Dr Apt 22,Dorado,Puerto Rico,646.0,3095.0,
for_sale,245000.0,4.0,2.0,0.25,"278 Calle Rebecca, Vega Baja, PR, 00693",278 Calle Rebecca,Vega Baja,Puerto Rico,693.0,2038.0,
for_sale,1200000.0,4.0,4.0,1.11,"Carr 155 Km # 343, Orocovis, PR, 00720",Carr 155 Km # 343,Orocovis,Puerto Rico,720.0,7336.0,
for_sale,850000.0,4.0,2.0,0.21,"434 Via Motis, Dorado, PR, 00646",434 Via Motis,Dorado,Puerto Rico,646.0,999.0,
for_sale,215000.0,3.0,3.0,0.24,"6 Santana Lote 6 Villa Mena Carr 2 Km Lot 677, Arecibo, PR, 00612",6 Santana Lote 6 Villa Mena Carr 2 Km Lot 677,Arecibo,Puerto Rico,612.0,2183.0,
for_sale,195000.0,3.0,4.0,1.94,"Carr 111 Calle Las Flores, Utuado, PR, 00641",Carr 111 Calle Las Flores,Utuado,Puerto Rico,641.0,2500.0,
for_sale,375000.0,3.0,2.0,,"6690 Pr Unit Apto Apt 401, Vega Alta, PR, 00646",6690 Pr Unit Apto Apt 401,Vega Alta,Puerto Rico,646.0,1564.0,
for_sale,268000.0,3.0,1.0,1.12,"7-15 Bo Sabana, Vega Alta, PR, 00694",7-15 Bo Sabana,Vega Alta,Puerto Rico,694.0,850.0,
for_sale,189000.0,6.0,3.0,1.75,"Km 536 Carretera # 149, Villalba, PR, 00766",Km 536 Carretera # 149,Villalba,Puerto Rico,766.0,1943.0,
for_sale,225000.0,3.0,2.0,,"Flamingo Unit 535, Vega Baja, PR, 00693",Flamingo Unit 535,Vega Baja,Puerto Rico,693.0,1217.0,
for_sale,270000.0,3.0,2.0,0.11,"B20 Ninoshka St, Vega Alta, PR, 00692",B20 Ninoshka St,Vega Alta,Puerto Rico,692.0,1626.0,
for_sale,245000.0,4.0,2.0,0.11,"E8 Calle # PS2, Dorado, PR, 00646",E8 Calle # PS2,Dorado,Puerto Rico,646.0,1820.0,
for_sale,290000.0,4.0,2.0,0.22,"D13 Tierras Nuevas Dr, Manati, PR, 00674",D13 Tierras Nuevas Dr,Manati,Puerto Rico,674.0,2236.0,
for_sale,365000.0,5.0,3.0,1.46,"Km 4 5 Pr # 618, Morovis, PR, 00687",Km 4 5 Pr # 618,Morovis,Puerto Rico,687.0,2366.0,
for_sale,465000.0,3.0,2.0,0.27,"73 Calle Guayacan, Dorado, PR, 00646",73 Calle Guayacan,Dorado,Puerto Rico,646.0,2200.0,
for_sale,19950000.0,3.0,3.0,,"200 Dorado Dr Unit 8, Dorado, PR, 00646",200 Dorado Dr Unit 8,Dorado,Puerto Rico,646.0,4341.0,
for_sale,49900.0,,,0.25,"Arecibo Bo Garrochales, Arecibo, PR, 00612",Arecibo Bo Garrochales,Arecibo,Puerto Rico,612.0,,
